player,year,team,round
"Hartlett, Hamish",2015,padelaide,R5
"Hartlett, Hamish",2015,padelaide,R6
"Hartlett, Hamish",2015,padelaide,R7
"Hartlett, Hamish",2015,padelaide,R8
"Hartlett, Hamish",2015,padelaide,R9
"Hartlett, Hamish",2015,padelaide,R10
"Hartlett, Hamish",2015,padelaide,R11
"Hartlett, Hamish",2015,padelaide,R12
"Hartlett, Hamish",2015,padelaide,R14
"Hartlett, Hamish",2015,padelaide,R15
"Hartlett, Hamish",2015,padelaide,R16
"Hartlett, Hamish",2015,padelaide,R17
"Hartlett, Hamish",2015,padelaide,R18
"Hartlett, Hamish",2015,padelaide,R19
"Hartlett, Hamish",2015,padelaide,R20
"Hartlett, Hamish",2015,padelaide,R21
"Hartlett, Hamish",2015,padelaide,R22
"Hartlett, Hamish",2015,padelaide,R23
"Hombsch, Jack",2015,padelaide,R1
"Hombsch, Jack",2015,padelaide,R2
"Hombsch, Jack",2015,padelaide,R3
"Hombsch, Jack",2015,padelaide,R4
"Hombsch, Jack",2015,padelaide,R5
"Hombsch, Jack",2015,padelaide,R6
"Hombsch, Jack",2015,padelaide,R7
"Hombsch, Jack",2015,padelaide,R8
"Hombsch, Jack",2015,padelaide,R9
"Hombsch, Jack",2015,padelaide,R10
"Hombsch, Jack",2015,padelaide,R11
"Hombsch, Jack",2015,padelaide,R12
"Hombsch, Jack",2015,padelaide,R14
"Hombsch, Jack",2015,padelaide,R15
"Hombsch, Jack",2015,padelaide,R16
"Hombsch, Jack",2015,padelaide,R17
"Hombsch, Jack",2015,padelaide,R18
"Hombsch, Jack",2015,padelaide,R19
"Hombsch, Jack",2015,padelaide,R20
"Hombsch, Jack",2015,padelaide,R21
"Hombsch, Jack",2015,padelaide,R22
"Hombsch, Jack",2015,padelaide,R23
"Impey, Jarman",2015,padelaide,R1
"Impey, Jarman",2015,padelaide,R2
"Impey, Jarman",2015,padelaide,R7
"Impey, Jarman",2015,padelaide,R8
"Impey, Jarman",2015,padelaide,R9
"Impey, Jarman",2015,padelaide,R10
"Impey, Jarman",2015,padelaide,R11
"Impey, Jarman",2015,padelaide,R12
"Impey, Jarman",2015,padelaide,R14
"Impey, Jarman",2015,padelaide,R15
"Impey, Jarman",2015,padelaide,R16
"Impey, Jarman",2015,padelaide,R17
"Impey, Jarman",2015,padelaide,R19
"Impey, Jarman",2015,padelaide,R20
"Impey, Jarman",2015,padelaide,R21
"Impey, Jarman",2015,padelaide,R22
"Impey, Jarman",2015,padelaide,R23
"Jonas, Tom",2015,padelaide,R1
"Jonas, Tom",2015,padelaide,R2
"Jonas, Tom",2015,padelaide,R3
"Jonas, Tom",2015,padelaide,R4
"Jonas, Tom",2015,padelaide,R5
"Jonas, Tom",2015,padelaide,R6
"Jonas, Tom",2015,padelaide,R7
"Jonas, Tom",2015,padelaide,R8
"Jonas, Tom",2015,padelaide,R9
"Jonas, Tom",2015,padelaide,R10
"Jonas, Tom",2015,padelaide,R11
"Jonas, Tom",2015,padelaide,R12
"Jonas, Tom",2015,padelaide,R14
"Jonas, Tom",2015,padelaide,R20
"Jonas, Tom",2015,padelaide,R21
"Jonas, Tom",2015,padelaide,R22
"Jonas, Tom",2015,padelaide,R23
"Krakouer, Nathan",2015,padelaide,R3
"Krakouer, Nathan",2015,padelaide,R4
"Krakouer, Nathan",2015,padelaide,R5
"Krakouer, Nathan",2015,padelaide,R6
"Krakouer, Nathan",2015,padelaide,R7
"Krakouer, Nathan",2015,padelaide,R8
"Krakouer, Nathan",2015,padelaide,R9
"Krakouer, Nathan",2015,padelaide,R12
"Krakouer, Nathan",2015,padelaide,R14
"Krakouer, Nathan",2015,padelaide,R16
"Krakouer, Nathan",2015,padelaide,R20
"Krakouer, Nathan",2015,padelaide,R21
"Krakouer, Nathan",2015,padelaide,R22
"Krakouer, Nathan",2015,padelaide,R23
"Lobbe, Matthew",2015,padelaide,R4
"Lobbe, Matthew",2015,padelaide,R5
"Lobbe, Matthew",2015,padelaide,R6
"Lobbe, Matthew",2015,padelaide,R7
"Lobbe, Matthew",2015,padelaide,R8
"Lobbe, Matthew",2015,padelaide,R9
"Lobbe, Matthew",2015,padelaide,R10
"Lobbe, Matthew",2015,padelaide,R11
"Lobbe, Matthew",2015,padelaide,R12
"Lobbe, Matthew",2015,padelaide,R14
"Lobbe, Matthew",2015,padelaide,R15
"Lobbe, Matthew",2015,padelaide,R16
"Lobbe, Matthew",2015,padelaide,R17
"Lobbe, Matthew",2015,padelaide,R18
"Lobbe, Matthew",2015,padelaide,R19
"Lobbe, Matthew",2015,padelaide,R22
"Lobbe, Matthew",2015,padelaide,R23
"Mitchell, Kane",2015,padelaide,R3
"Mitchell, Kane",2015,padelaide,R4
"Mitchell, Kane",2015,padelaide,R5
"Mitchell, Kane",2015,padelaide,R6
"Mitchell, Kane",2015,padelaide,R7
"Mitchell, Kane",2015,padelaide,R12
"Mitchell, Kane",2015,padelaide,R20
"Mitchell, Kane",2015,padelaide,R21
"Monfries, Angus",2015,padelaide,R1
"Monfries, Angus",2015,padelaide,R2
"Monfries, Angus",2015,padelaide,R3
"Monfries, Angus",2015,padelaide,R4
"Monfries, Angus",2015,padelaide,R5
"Monfries, Angus",2015,padelaide,R6
"Monfries, Angus",2015,padelaide,R7
"Monfries, Angus",2015,padelaide,R8
"Monfries, Angus",2015,padelaide,R9
"Monfries, Angus",2015,padelaide,R10
"Monfries, Angus",2015,padelaide,R11
"Monfries, Angus",2015,padelaide,R12
"Monfries, Angus",2015,padelaide,R14
"Monfries, Angus",2015,padelaide,R15
"Monfries, Angus",2015,padelaide,R16
"Monfries, Angus",2015,padelaide,R17
"Monfries, Angus",2015,padelaide,R20
"Monfries, Angus",2015,padelaide,R21
"Monfries, Angus",2015,padelaide,R22
"Moore, Andrew",2015,padelaide,R12
"Moore, Andrew",2015,padelaide,R14
"Moore, Andrew",2015,padelaide,R17
"Moore, Andrew",2015,padelaide,R18
"Moore, Andrew",2015,padelaide,R19
"Neade, Jake",2015,padelaide,R1
"Neade, Jake",2015,padelaide,R2
"Neade, Jake",2015,padelaide,R15
"Neade, Jake",2015,padelaide,R16
"Neade, Jake",2015,padelaide,R17
"Neade, Jake",2015,padelaide,R18
"Neade, Jake",2015,padelaide,R19
"Neade, Jake",2015,padelaide,R20
"Neade, Jake",2015,padelaide,R21
"Neade, Jake",2015,padelaide,R23
"OShea, Cameron",2015,padelaide,R7
"OShea, Cameron",2015,padelaide,R15
"OShea, Cameron",2015,padelaide,R16
"OShea, Cameron",2015,padelaide,R17
"OShea, Cameron",2015,padelaide,R18
"OShea, Cameron",2015,padelaide,R19
"OShea, Cameron",2015,padelaide,R20
"OShea, Cameron",2015,padelaide,R21
"OShea, Cameron",2015,padelaide,R22
"OShea, Cameron",2015,padelaide,R23
"Pittard, Jasper",2015,padelaide,R1
"Pittard, Jasper",2015,padelaide,R2
"Pittard, Jasper",2015,padelaide,R3
"Pittard, Jasper",2015,padelaide,R4
"Pittard, Jasper",2015,padelaide,R5
"Pittard, Jasper",2015,padelaide,R6
"Pittard, Jasper",2015,padelaide,R7
"Pittard, Jasper",2015,padelaide,R8
"Pittard, Jasper",2015,padelaide,R9
"Pittard, Jasper",2015,padelaide,R10
"Pittard, Jasper",2015,padelaide,R11
"Pittard, Jasper",2015,padelaide,R12
"Pittard, Jasper",2015,padelaide,R14
"Pittard, Jasper",2015,padelaide,R15
"Pittard, Jasper",2015,padelaide,R18
"Pittard, Jasper",2015,padelaide,R19
"Pittard, Jasper",2015,padelaide,R20
"Pittard, Jasper",2015,padelaide,R21
"Pittard, Jasper",2015,padelaide,R22
"Pittard, Jasper",2015,padelaide,R23
"Polec, Jared",2015,padelaide,R1
"Polec, Jared",2015,padelaide,R2
"Polec, Jared",2015,padelaide,R3
"Polec, Jared",2015,padelaide,R4
"Polec, Jared",2015,padelaide,R5
"Redden, Jarrad",2015,padelaide,R2
"Ryder, Paddy",2015,padelaide,R1
"Ryder, Paddy",2015,padelaide,R2
"Ryder, Paddy",2015,padelaide,R3
"Ryder, Paddy",2015,padelaide,R4
"Ryder, Paddy",2015,padelaide,R5
"Ryder, Paddy",2015,padelaide,R6
"Ryder, Paddy",2015,padelaide,R7
"Ryder, Paddy",2015,padelaide,R8
"Ryder, Paddy",2015,padelaide,R14
"Ryder, Paddy",2015,padelaide,R15
"Ryder, Paddy",2015,padelaide,R16
"Ryder, Paddy",2015,padelaide,R17
"Ryder, Paddy",2015,padelaide,R18
"Ryder, Paddy",2015,padelaide,R19
"Ryder, Paddy",2015,padelaide,R20
"Ryder, Paddy",2015,padelaide,R21
"Ryder, Paddy",2015,padelaide,R22
"Ryder, Paddy",2015,padelaide,R23
"Schulz, Jay",2015,padelaide,R1
"Schulz, Jay",2015,padelaide,R2
"Schulz, Jay",2015,padelaide,R3
"Schulz, Jay",2015,padelaide,R4
"Schulz, Jay",2015,padelaide,R5
"Schulz, Jay",2015,padelaide,R6
"Schulz, Jay",2015,padelaide,R7
"Schulz, Jay",2015,padelaide,R8
"Schulz, Jay",2015,padelaide,R9
"Schulz, Jay",2015,padelaide,R10
"Schulz, Jay",2015,padelaide,R11
"Schulz, Jay",2015,padelaide,R12
"Schulz, Jay",2015,padelaide,R14
"Schulz, Jay",2015,padelaide,R15
"Schulz, Jay",2015,padelaide,R16
"Schulz, Jay",2015,padelaide,R17
"Schulz, Jay",2015,padelaide,R18
"Schulz, Jay",2015,padelaide,R19
"Schulz, Jay",2015,padelaide,R21
"Schulz, Jay",2015,padelaide,R23
"Stewart, Paul",2015,padelaide,R9
"Stewart, Paul",2015,padelaide,R10
"Stewart, Paul",2015,padelaide,R11
"Stewart, Paul",2015,padelaide,R14
"Stewart, Paul",2015,padelaide,R15
"Stewart, Paul",2015,padelaide,R16
"Trengove, Jackson",2015,padelaide,R1
"Trengove, Jackson",2015,padelaide,R2
"Trengove, Jackson",2015,padelaide,R3
"Trengove, Jackson",2015,padelaide,R4
"Trengove, Jackson",2015,padelaide,R5
"Trengove, Jackson",2015,padelaide,R6
"Trengove, Jackson",2015,padelaide,R7
"Trengove, Jackson",2015,padelaide,R8
"Trengove, Jackson",2015,padelaide,R12
"Trengove, Jackson",2015,padelaide,R15
"Trengove, Jackson",2015,padelaide,R16
"Trengove, Jackson",2015,padelaide,R17
"Trengove, Jackson",2015,padelaide,R18
"Trengove, Jackson",2015,padelaide,R19
"Trengove, Jackson",2015,padelaide,R20
"Westhoff, Justin",2015,padelaide,R1
"Westhoff, Justin",2015,padelaide,R2
"Westhoff, Justin",2015,padelaide,R3
"Westhoff, Justin",2015,padelaide,R4
"Westhoff, Justin",2015,padelaide,R5
"Westhoff, Justin",2015,padelaide,R6
"Westhoff, Justin",2015,padelaide,R7
"Westhoff, Justin",2015,padelaide,R8
"Westhoff, Justin",2015,padelaide,R9
"Westhoff, Justin",2015,padelaide,R10
"Westhoff, Justin",2015,padelaide,R11
"Westhoff, Justin",2015,padelaide,R12
"Westhoff, Justin",2015,padelaide,R14
"Westhoff, Justin",2015,padelaide,R15
"Westhoff, Justin",2015,padelaide,R16
"Westhoff, Justin",2015,padelaide,R17
"Westhoff, Justin",2015,padelaide,R18
"Westhoff, Justin",2015,padelaide,R19
"Westhoff, Justin",2015,padelaide,R20
"Westhoff, Justin",2015,padelaide,R21
"Westhoff, Justin",2015,padelaide,R22
"Westhoff, Justin",2015,padelaide,R23
"White, Matt",2015,padelaide,R1
"White, Matt",2015,padelaide,R2
"White, Matt",2015,padelaide,R3
"White, Matt",2015,padelaide,R4
"White, Matt",2015,padelaide,R5
"White, Matt",2015,padelaide,R6
"White, Matt",2015,padelaide,R7
"White, Matt",2015,padelaide,R8
"White, Matt",2015,padelaide,R9
"White, Matt",2015,padelaide,R10
"White, Matt",2015,padelaide,R11
"White, Matt",2015,padelaide,R17
"White, Matt",2015,padelaide,R18
"White, Matt",2015,padelaide,R19
"White, Matt",2015,padelaide,R20
"White, Matt",2015,padelaide,R21
"White, Matt",2015,padelaide,R22
"White, Matt",2015,padelaide,R23
"Wines, Ollie",2015,padelaide,R1
"Wines, Ollie",2015,padelaide,R2
"Wines, Ollie",2015,padelaide,R3
"Wines, Ollie",2015,padelaide,R8
"Wines, Ollie",2015,padelaide,R9
"Wines, Ollie",2015,padelaide,R10
"Wines, Ollie",2015,padelaide,R11
"Wines, Ollie",2015,padelaide,R12
"Wines, Ollie",2015,padelaide,R14
"Wines, Ollie",2015,padelaide,R15
"Wines, Ollie",2015,padelaide,R16
"Wines, Ollie",2015,padelaide,R17
"Wines, Ollie",2015,padelaide,R18
"Wingard, Chad",2015,padelaide,R1
"Wingard, Chad",2015,padelaide,R2
"Wingard, Chad",2015,padelaide,R3
"Wingard, Chad",2015,padelaide,R4
"Wingard, Chad",2015,padelaide,R5
"Wingard, Chad",2015,padelaide,R6
"Wingard, Chad",2015,padelaide,R7
"Wingard, Chad",2015,padelaide,R8
"Wingard, Chad",2015,padelaide,R9
"Wingard, Chad",2015,padelaide,R10
"Wingard, Chad",2015,padelaide,R11
"Wingard, Chad",2015,padelaide,R12
"Wingard, Chad",2015,padelaide,R14
"Wingard, Chad",2015,padelaide,R15
"Wingard, Chad",2015,padelaide,R16
"Wingard, Chad",2015,padelaide,R17
"Wingard, Chad",2015,padelaide,R18
"Wingard, Chad",2015,padelaide,R19
"Wingard, Chad",2015,padelaide,R20
"Wingard, Chad",2015,padelaide,R21
"Wingard, Chad",2015,padelaide,R22
"Wingard, Chad",2015,padelaide,R23
"Young, Aaron",2015,padelaide,R3
"Young, Aaron",2015,padelaide,R4
"Young, Aaron",2015,padelaide,R5
"Young, Aaron",2015,padelaide,R6
"Young, Aaron",2015,padelaide,R10
"Young, Aaron",2015,padelaide,R11
"Young, Aaron",2015,padelaide,R16
"Young, Aaron",2015,padelaide,R17
"Young, Aaron",2015,padelaide,R18
"Young, Aaron",2015,padelaide,R19
"Young, Aaron",2015,padelaide,R22
"Ah Chee, Brendon",2016,padelaide,R1
"Ah Chee, Brendon",2016,padelaide,R2
"Ah Chee, Brendon",2016,padelaide,R3
"Ah Chee, Brendon",2016,padelaide,R4
"Ah Chee, Brendon",2016,padelaide,R6
"Ah Chee, Brendon",2016,padelaide,R7
"Ah Chee, Brendon",2016,padelaide,R8
"Ah Chee, Brendon",2016,padelaide,R17
"Ah Chee, Brendon",2016,padelaide,R18
"Ah Chee, Brendon",2016,padelaide,R19
"Ah Chee, Brendon",2016,padelaide,R20
"Amon, Karl",2016,padelaide,R3
"Amon, Karl",2016,padelaide,R4
"Amon, Karl",2016,padelaide,R5
"Amon, Karl",2016,padelaide,R8
"Amon, Karl",2016,padelaide,R9
"Amon, Karl",2016,padelaide,R10
"Amon, Karl",2016,padelaide,R13
"Amon, Karl",2016,padelaide,R15
"Amon, Karl",2016,padelaide,R16
"Amon, Karl",2016,padelaide,R17
"Amon, Karl",2016,padelaide,R19
"Amon, Karl",2016,padelaide,R20
"Amon, Karl",2016,padelaide,R21
"Amon, Karl",2016,padelaide,R22
"Amon, Karl",2016,padelaide,R23
"Austin, Logan",2016,padelaide,R11
"Austin, Logan",2016,padelaide,R12
"Austin, Logan",2016,padelaide,R13
"Austin, Logan",2016,padelaide,R15
"Austin, Logan",2016,padelaide,R16
"Austin, Logan",2016,padelaide,R17
"Austin, Logan",2016,padelaide,R18
"Austin, Logan",2016,padelaide,R19
"Austin, Logan",2016,padelaide,R20
"Austin, Logan",2016,padelaide,R21
"Austin, Logan",2016,padelaide,R23
"Boak, Travis",2016,padelaide,R1
"Boak, Travis",2016,padelaide,R2
"Boak, Travis",2016,padelaide,R3
"Boak, Travis",2016,padelaide,R4
"Boak, Travis",2016,padelaide,R5
"Boak, Travis",2016,padelaide,R6
"Boak, Travis",2016,padelaide,R7
"Boak, Travis",2016,padelaide,R8
"Boak, Travis",2016,padelaide,R9
"Boak, Travis",2016,padelaide,R10
"Boak, Travis",2016,padelaide,R11
"Boak, Travis",2016,padelaide,R12
"Boak, Travis",2016,padelaide,R13
"Boak, Travis",2016,padelaide,R15
"Boak, Travis",2016,padelaide,R16
"Boak, Travis",2016,padelaide,R17
"Boak, Travis",2016,padelaide,R18
"Boak, Travis",2016,padelaide,R19
"Boak, Travis",2016,padelaide,R20
"Boak, Travis",2016,padelaide,R21
"Boak, Travis",2016,padelaide,R22
"Boak, Travis",2016,padelaide,R23
"Bonner, Riley",2016,padelaide,R23
"Broadbent, Matthew",2016,padelaide,R1
"Broadbent, Matthew",2016,padelaide,R2
"Broadbent, Matthew",2016,padelaide,R3
"Broadbent, Matthew",2016,padelaide,R4
"Broadbent, Matthew",2016,padelaide,R5
"Broadbent, Matthew",2016,padelaide,R6
"Broadbent, Matthew",2016,padelaide,R7
"Broadbent, Matthew",2016,padelaide,R8
"Broadbent, Matthew",2016,padelaide,R9
"Broadbent, Matthew",2016,padelaide,R11
"Broadbent, Matthew",2016,padelaide,R12
"Broadbent, Matthew",2016,padelaide,R13
"Broadbent, Matthew",2016,padelaide,R15
"Broadbent, Matthew",2016,padelaide,R16
"Broadbent, Matthew",2016,padelaide,R17
"Broadbent, Matthew",2016,padelaide,R18
"Broadbent, Matthew",2016,padelaide,R19
"Broadbent, Matthew",2016,padelaide,R20
"Broadbent, Matthew",2016,padelaide,R21
"Broadbent, Matthew",2016,padelaide,R22
"Broadbent, Matthew",2016,padelaide,R23
"Butcher, John",2016,padelaide,R18
"Butcher, John",2016,padelaide,R19
"Butcher, John",2016,padelaide,R20
"Byrne-Jones, Darcy",2016,padelaide,R3
"Byrne-Jones, Darcy",2016,padelaide,R4
"Byrne-Jones, Darcy",2016,padelaide,R5
"Byrne-Jones, Darcy",2016,padelaide,R6
"Byrne-Jones, Darcy",2016,padelaide,R7
"Byrne-Jones, Darcy",2016,padelaide,R8
"Byrne-Jones, Darcy",2016,padelaide,R9
"Byrne-Jones, Darcy",2016,padelaide,R10
"Byrne-Jones, Darcy",2016,padelaide,R11
"Byrne-Jones, Darcy",2016,padelaide,R12
"Byrne-Jones, Darcy",2016,padelaide,R13
"Byrne-Jones, Darcy",2016,padelaide,R15
"Byrne-Jones, Darcy",2016,padelaide,R16
"Byrne-Jones, Darcy",2016,padelaide,R17
"Byrne-Jones, Darcy",2016,padelaide,R18
"Byrne-Jones, Darcy",2016,padelaide,R19
"Byrne-Jones, Darcy",2016,padelaide,R20
"Byrne-Jones, Darcy",2016,padelaide,R21
"Byrne-Jones, Darcy",2016,padelaide,R22
"Byrne-Jones, Darcy",2016,padelaide,R23
"Carlile, Alipate",2016,padelaide,R1
"Carlile, Alipate",2016,padelaide,R2
"Clurey, Tom",2016,padelaide,R15
"Clurey, Tom",2016,padelaide,R16
"Clurey, Tom",2016,padelaide,R17
"Clurey, Tom",2016,padelaide,R18
"Clurey, Tom",2016,padelaide,R19
"Clurey, Tom",2016,padelaide,R20
"Clurey, Tom",2016,padelaide,R21
"Clurey, Tom",2016,padelaide,R22
"Clurey, Tom",2016,padelaide,R23
"Dixon, Charlie",2016,padelaide,R1
"Dixon, Charlie",2016,padelaide,R2
"Dixon, Charlie",2016,padelaide,R3
"Dixon, Charlie",2016,padelaide,R4
"Dixon, Charlie",2016,padelaide,R5
"Dixon, Charlie",2016,padelaide,R6
"Dixon, Charlie",2016,padelaide,R7
"Dixon, Charlie",2016,padelaide,R8
"Dixon, Charlie",2016,padelaide,R9
"Dixon, Charlie",2016,padelaide,R10
"Dixon, Charlie",2016,padelaide,R11
"Dixon, Charlie",2016,padelaide,R12
"Dixon, Charlie",2016,padelaide,R13
"Dixon, Charlie",2016,padelaide,R15
"Dixon, Charlie",2016,padelaide,R16
"Dixon, Charlie",2016,padelaide,R17
"Dixon, Charlie",2016,padelaide,R20
"Dixon, Charlie",2016,padelaide,R21
"Ebert, Brad",2016,padelaide,R1
"Ebert, Brad",2016,padelaide,R2
"Ebert, Brad",2016,padelaide,R3
"Ebert, Brad",2016,padelaide,R4
"Ebert, Brad",2016,padelaide,R5
"Ebert, Brad",2016,padelaide,R6
"Ebert, Brad",2016,padelaide,R7
"Ebert, Brad",2016,padelaide,R8
"Ebert, Brad",2016,padelaide,R9
"Ebert, Brad",2016,padelaide,R10
"Ebert, Brad",2016,padelaide,R11
"Ebert, Brad",2016,padelaide,R12
"Ebert, Brad",2016,padelaide,R13
"Ebert, Brad",2016,padelaide,R15
"Ebert, Brad",2016,padelaide,R16
"Ebert, Brad",2016,padelaide,R18
"Ebert, Brad",2016,padelaide,R19
"Ebert, Brad",2016,padelaide,R20
"Ebert, Brad",2016,padelaide,R21
"Ebert, Brad",2016,padelaide,R22
"Ebert, Brad",2016,padelaide,R23
"Gray, Robbie",2016,padelaide,R1
"Gray, Robbie",2016,padelaide,R2
"Gray, Robbie",2016,padelaide,R3
"Gray, Robbie",2016,padelaide,R4
"Gray, Robbie",2016,padelaide,R5
"Gray, Robbie",2016,padelaide,R9
"Gray, Robbie",2016,padelaide,R10
"Gray, Robbie",2016,padelaide,R11
"Gray, Robbie",2016,padelaide,R12
"Gray, Robbie",2016,padelaide,R13
"Gray, Robbie",2016,padelaide,R15
"Gray, Robbie",2016,padelaide,R16
"Gray, Robbie",2016,padelaide,R17
"Gray, Robbie",2016,padelaide,R18
"Gray, Robbie",2016,padelaide,R19
"Gray, Robbie",2016,padelaide,R20
"Gray, Robbie",2016,padelaide,R21
"Gray, Robbie",2016,padelaide,R22
"Gray, Robbie",2016,padelaide,R23
"Gray, Sam",2016,padelaide,R1
"Gray, Sam",2016,padelaide,R2
"Gray, Sam",2016,padelaide,R3
"Gray, Sam",2016,padelaide,R4
"Gray, Sam",2016,padelaide,R5
"Gray, Sam",2016,padelaide,R6
"Gray, Sam",2016,padelaide,R10
"Gray, Sam",2016,padelaide,R11
"Gray, Sam",2016,padelaide,R12
"Gray, Sam",2016,padelaide,R13
"Gray, Sam",2016,padelaide,R17
"Gray, Sam",2016,padelaide,R18
"Gray, Sam",2016,padelaide,R19
"Gray, Sam",2016,padelaide,R20
"Gray, Sam",2016,padelaide,R21
"Gray, Sam",2016,padelaide,R22
"Gray, Sam",2016,padelaide,R23
"Hartlett, Hamish",2016,padelaide,R1
"Hartlett, Hamish",2016,padelaide,R4
"Hartlett, Hamish",2016,padelaide,R5
"Hartlett, Hamish",2016,padelaide,R6
"Hartlett, Hamish",2016,padelaide,R7
"Hartlett, Hamish",2016,padelaide,R8
"Hartlett, Hamish",2016,padelaide,R9
"Hartlett, Hamish",2016,padelaide,R10
"Hartlett, Hamish",2016,padelaide,R11
"Hartlett, Hamish",2016,padelaide,R12
"Hartlett, Hamish",2016,padelaide,R13
"Hartlett, Hamish",2016,padelaide,R15
"Hartlett, Hamish",2016,padelaide,R16
"Hartlett, Hamish",2016,padelaide,R17
"Hartlett, Hamish",2016,padelaide,R18
"Hombsch, Jack",2016,padelaide,R1
"Hombsch, Jack",2016,padelaide,R2
"Hombsch, Jack",2016,padelaide,R3
"Hombsch, Jack",2016,padelaide,R4
"Hombsch, Jack",2016,padelaide,R5
"Hombsch, Jack",2016,padelaide,R6
"Hombsch, Jack",2016,padelaide,R7
"Hombsch, Jack",2016,padelaide,R8
"Hombsch, Jack",2016,padelaide,R9
"Hombsch, Jack",2016,padelaide,R10
"Howard, Dougal",2016,padelaide,R2
"Howard, Dougal",2016,padelaide,R6
"Howard, Dougal",2016,padelaide,R10
"Howard, Dougal",2016,padelaide,R11
"Howard, Dougal",2016,padelaide,R12
"Howard, Dougal",2016,padelaide,R13
"Impey, Jarman",2016,padelaide,R1
"Impey, Jarman",2016,padelaide,R2
"Impey, Jarman",2016,padelaide,R3
"Impey, Jarman",2016,padelaide,R6
"Impey, Jarman",2016,padelaide,R7
"Impey, Jarman",2016,padelaide,R8
"Impey, Jarman",2016,padelaide,R9
"Impey, Jarman",2016,padelaide,R10
"Impey, Jarman",2016,padelaide,R11
"Impey, Jarman",2016,padelaide,R12
"Impey, Jarman",2016,padelaide,R13
"Impey, Jarman",2016,padelaide,R15
"Impey, Jarman",2016,padelaide,R16
"Impey, Jarman",2016,padelaide,R17
"Impey, Jarman",2016,padelaide,R18
"Impey, Jarman",2016,padelaide,R19
"Impey, Jarman",2016,padelaide,R20
"Impey, Jarman",2016,padelaide,R21
"Impey, Jarman",2016,padelaide,R22
"Impey, Jarman",2016,padelaide,R23
"Jonas, Tom",2016,padelaide,R1
"Jonas, Tom",2016,padelaide,R2
"Jonas, Tom",2016,padelaide,R3
"Jonas, Tom",2016,padelaide,R4
"Jonas, Tom",2016,padelaide,R5
"Jonas, Tom",2016,padelaide,R6
"Jonas, Tom",2016,padelaide,R7
"Jonas, Tom",2016,padelaide,R8
"Jonas, Tom",2016,padelaide,R9
"Krakouer, Nathan",2016,padelaide,R6
"Krakouer, Nathan",2016,padelaide,R7
"Krakouer, Nathan",2016,padelaide,R8
"Krakouer, Nathan",2016,padelaide,R9
"Krakouer, Nathan",2016,padelaide,R10
"Krakouer, Nathan",2016,padelaide,R11
"Krakouer, Nathan",2016,padelaide,R12
"Krakouer, Nathan",2016,padelaide,R13
"Krakouer, Nathan",2016,padelaide,R15
"Krakouer, Nathan",2016,padelaide,R16
"Krakouer, Nathan",2016,padelaide,R19
"Krakouer, Nathan",2016,padelaide,R20
"Krakouer, Nathan",2016,padelaide,R21
"Krakouer, Nathan",2016,padelaide,R22
"Krakouer, Nathan",2016,padelaide,R23
"Lobbe, Matthew",2016,padelaide,R1
"Lobbe, Matthew",2016,padelaide,R2
"Lobbe, Matthew",2016,padelaide,R3
"Lobbe, Matthew",2016,padelaide,R4
"Lobbe, Matthew",2016,padelaide,R5
"Lobbe, Matthew",2016,padelaide,R21
"Lobbe, Matthew",2016,padelaide,R22
"Lobbe, Matthew",2016,padelaide,R23
"Mitchell, Kane",2016,padelaide,R15
"Mitchell, Kane",2016,padelaide,R16
"Mitchell, Kane",2016,padelaide,R17
"Mitchell, Kane",2016,padelaide,R18
"Neade, Jake",2016,padelaide,R1
"Neade, Jake",2016,padelaide,R2
"Neade, Jake",2016,padelaide,R3
"Neade, Jake",2016,padelaide,R4
"Neade, Jake",2016,padelaide,R5
"Neade, Jake",2016,padelaide,R6
"Neade, Jake",2016,padelaide,R7
"Neade, Jake",2016,padelaide,R8
"Neade, Jake",2016,padelaide,R9
"Neade, Jake",2016,padelaide,R10
"Neade, Jake",2016,padelaide,R11
"Neade, Jake",2016,padelaide,R12
"Neade, Jake",2016,padelaide,R13
"Neade, Jake",2016,padelaide,R15
"Neade, Jake",2016,padelaide,R16
"Neade, Jake",2016,padelaide,R17
"Neade, Jake",2016,padelaide,R22
"OShea, Cameron",2016,padelaide,R5
"OShea, Cameron",2016,padelaide,R6
"OShea, Cameron",2016,padelaide,R7
"OShea, Cameron",2016,padelaide,R8
"OShea, Cameron",2016,padelaide,R9
"OShea, Cameron",2016,padelaide,R10
"OShea, Cameron",2016,padelaide,R11
"OShea, Cameron",2016,padelaide,R12
"OShea, Cameron",2016,padelaide,R13
"OShea, Cameron",2016,padelaide,R15
"OShea, Cameron",2016,padelaide,R16
"OShea, Cameron",2016,padelaide,R21
"OShea, Cameron",2016,padelaide,R22
"Palmer, Jesse",2016,padelaide,R21
"Palmer, Jesse",2016,padelaide,R22
"Palmer, Jesse",2016,padelaide,R23
"Pittard, Jasper",2016,padelaide,R1
"Pittard, Jasper",2016,padelaide,R2
"Pittard, Jasper",2016,padelaide,R3
"Pittard, Jasper",2016,padelaide,R4
"Pittard, Jasper",2016,padelaide,R5
"Pittard, Jasper",2016,padelaide,R6
"Pittard, Jasper",2016,padelaide,R7
"Pittard, Jasper",2016,padelaide,R8
"Pittard, Jasper",2016,padelaide,R9
"Pittard, Jasper",2016,padelaide,R10
"Pittard, Jasper",2016,padelaide,R11
"Pittard, Jasper",2016,padelaide,R12
